type,sex,id,cancer,year,id_label,cancer_label,cases_pred,pop,APC,cases_base,change,percent,population,risk
1,0,36,39,2020,Australia,All cancers,48236,25499881,0,48236,0,0.0,"{'cases': 48236, 'change': 0, 'percent': 0}","{'change': 0, 'percent': 0}"
1,0,36,39,2025,Australia,All cancers,55396,26879753,0,48236,7160,14.8437,"{'cases': 55396, 'change': 7160, 'percent': 14.8437}","{'change': 0, 'percent': 0}"
1,0,36,39,2030,Australia,All cancers,63569,28177480,0,48236,15333,31.7875,"{'cases': 63569, 'change': 15333, 'percent': 31.7875}","{'change': 0, 'percent': 0}"
1,0,36,39,2035,Australia,All cancers,72081,29410247,0,48236,23845,49.434,"{'cases': 72081, 'change': 23845, 'percent': 49.434}","{'change': 0, 'percent': 0}"
1,0,36,39,2040,Australia,All cancers,79874,30572490,0,48236,31638,65.59,"{'cases': 79874, 'change': 31638, 'percent': 65.59}","{'change': 0, 'percent': 0}"
1,0,36,4,2020,Australia,Nasopharynx,86,25499881,0,86,0,0.0,"{'cases': 86, 'change': 0, 'percent': 0}","{'change': 0, 'percent': 0}"
1,0,36,4,2025,Australia,Nasopharynx,95,26879753,0,86,9,10.4651,"{'cases': 95, 'change': 9, 'percent': 10.4651}","{'change': 0, 'percent': 0}"
1,0,36,4,2030,Australia,Nasopharynx,104,28177480,0,86,18,20.9302,"{'cases': 104, 'change': 18, 'percent': 20.9302}","{'change': 0, 'percent': 0}"
1,0,36,4,2035,Australia,Nasopharynx,113,29410247,0,86,27,31.3953,"{'cases': 113, 'change': 27, 'percent': 31.3953}","{'change': 0, 'percent': 0}"
1,0,36,4,2040,Australia,Nasopharynx,122,30572490,0,86,36,41.8605,"{'cases': 122, 'change': 36, 'percent': 41.8605}","{'change': 0, 'percent': 0}"
1,0,36,40,2020,Australia,All cancers excluding non-melanoma skin cancer,47452,25499881,0,47452,0,0.0,"{'cases': 47452, 'change': 0, 'percent': 0}","{'change': 0, 'percent': 0}"
1,0,36,40,2025,Australia,All cancers excluding non-melanoma skin cancer,54486,26879753,0,47452,7034,14.8234,"{'cases': 54486, 'change': 7034, 'percent': 14.8234}","{'change': 0, 'percent': 0}"
1,0,36,40,2030,Australia,All cancers excluding non-melanoma skin cancer,62496,28177480,0,47452,15044,31.7036,"{'cases': 62496, 'change': 15044, 'percent': 31.7036}","{'change': 0, 'percent': 0}"
1,0,36,40,2035,Australia,All cancers excluding non-melanoma skin cancer,70821,29410247,0,47452,23369,49.2477,"{'cases': 70821, 'change': 23369, 'percent': 49.2477}","{'change': 0, 'percent': 0}"
1,0,36,40,2040,Australia,All cancers excluding non-melanoma skin cancer,78445,30572490,0,47452,30993,65.3144,"{'cases': 78445, 'change': 30993, 'percent': 65.3144}","{'change': 0, 'percent': 0}"
1,0,36,5,2020,Australia,Hypopharynx,74,25499881,0,74,0,0.0,"{'cases': 74, 'change': 0, 'percent': 0}","{'change': 0, 'percent': 0}"
1,0,36,5,2025,Australia,Hypopharynx,84,26879753,0,74,10,13.5135,"{'cases': 84, 'change': 10, 'percent': 13.5135}","{'change': 0, 'percent': 0}"
1,0,36,5,2030,Australia,Hypopharynx,94,28177480,0,74,20,27.027,"{'cases': 94, 'change': 20, 'percent': 27.027}","{'change': 0, 'percent': 0}"
1,0,36,5,2035,Australia,Hypopharynx,103,29410247,0,74,29,39.1892,"{'cases': 103, 'change': 29, 'percent': 39.1892}","{'change': 0, 'percent': 0}"
1,0,36,5,2040,Australia,Hypopharynx,112,30572490,0,74,38,51.3514,"{'cases': 112, 'change': 38, 'percent': 51.3514}","{'change': 0, 'percent': 0}"
1,0,36,6,2020,Australia,Oesophagus,1302,25499881,0,1302,0,0.0,"{'cases': 1302, 'change': 0, 'percent': 0}","{'change': 0, 'percent': 0}"
1,0,36,6,2025,Australia,Oesophagus,1481,26879753,0,1302,179,13.7481,"{'cases': 1481, 'change': 179, 'percent': 13.7481}","{'change': 0, 'percent': 0}"
1,0,36,6,2030,Australia,Oesophagus,1672,28177480,0,1302,370,28.4178,"{'cases': 1672, 'change': 370, 'percent': 28.4178}","{'change': 0, 'percent': 0}"
1,0,36,6,2035,Australia,Oesophagus,1865,29410247,0,1302,563,43.2412,"{'cases': 1865, 'change': 563, 'percent': 43.2412}","{'change': 0, 'percent': 0}"
1,0,36,6,2040,Australia,Oesophagus,2042,30572490,0,1302,740,56.8356,"{'cases': 2042, 'change': 740, 'percent': 56.8356}","{'change': 0, 'percent': 0}"
1,0,36,7,2020,Australia,Stomach,1091,25499881,0,1091,0,0.0,"{'cases': 1091, 'change': 0, 'percent': 0}","{'change': 0, 'percent': 0}"
1,0,36,7,2025,Australia,Stomach,1248,26879753,0,1091,157,14.3905,"{'cases': 1248, 'change': 157, 'percent': 14.3905}","{'change': 0, 'percent': 0}"
1,0,36,7,2030,Australia,Stomach,1423,28177480,0,1091,332,30.4308,"{'cases': 1423, 'change': 332, 'percent': 30.4308}","{'change': 0, 'percent': 0}"
1,0,36,7,2035,Australia,Stomach,1603,29410247,0,1091,512,46.9294,"{'cases': 1603, 'change': 512, 'percent': 46.9294}","{'change': 0, 'percent': 0}"
1,0,36,7,2040,Australia,Stomach,1768,30572490,0,1091,677,62.0532,"{'cases': 1768, 'change': 677, 'percent': 62.0532}","{'change': 0, 'percent': 0}"
1,0,36,8,2020,Australia,Colon,3817,25499881,0,3817,0,0.0,"{'cases': 3817, 'change': 0, 'percent': 0}","{'change': 0, 'percent': 0}"
1,0,36,8,2025,Australia,Colon,4422,26879753,0,3817,605,15.8501,"{'cases': 4422, 'change': 605, 'percent': 15.8501}","{'change': 0, 'percent': 0}"
1,0,36,8,2030,Australia,Colon,5171,28177480,0,3817,1354,35.4729,"{'cases': 5171, 'change': 1354, 'percent': 35.4729}","{'change': 0, 'percent': 0}"
1,0,36,8,2035,Australia,Colon,5994,29410247,0,3817,2177,57.0343,"{'cases': 5994, 'change': 2177, 'percent': 57.0343}","{'change': 0, 'percent': 0}"
1,0,36,8,2040,Australia,Colon,6758,30572490,0,3817,2941,77.05,"{'cases': 6758, 'change': 2941, 'percent': 77.05}","{'change': 0, 'percent': 0}"
1,0,36,9,2020,Australia,Rectum,1673,25499881,0,1673,0,0.0,"{'cases': 1673, 'change': 0, 'percent': 0}","{'change': 0, 'percent': 0}"
1,0,36,9,2025,Australia,Rectum,1916,26879753,0,1673,243,14.5248,"{'cases': 1916, 'change': 243, 'percent': 14.5248}","{'change': 0, 'percent': 0}"
1,0,36,9,2030,Australia,Rectum,2187,28177480,0,1673,514,30.723300000000002,"{'cases': 2187, 'change': 514, 'percent': 30.723300000000002}","{'change': 0, 'percent': 0}"
1,0,36,9,2035,Australia,Rectum,2467,29410247,0,1673,794,47.4597,"{'cases': 2467, 'change': 794, 'percent': 47.4597}","{'change': 0, 'percent': 0}"
1,0,36,9,2040,Australia,Rectum,2723,30572490,0,1673,1050,62.7615,"{'cases': 2723, 'change': 1050, 'percent': 62.7615}","{'change': 0, 'percent': 0}"
